question_id,answer_id,origin,min_max,mean,z-score,prob,q_sim,b_score
67092187,67092520,3,0.0,-0.5,-0.7071067811865475,-2.1868538517001523,0.128229022026062,-0.2804181307174374
67092187,67092322,0,-0.75,-1.25,-1.7677669529663687,-2.0858471140079864,0.128229022026062,-0.267466135525128
8875202,63661634,0,-0.75,-1.25,-1.7677669529663687,-1.9514482595220828,0.10648477077484131,-0.207799520594172
8875202,59914969,0,-0.75,-1.25,-1.7677669529663687,-1.9627068917974941,0.10648477077484131,-0.20899839347125743
8875202,8875313,19,4.0,3.5,4.949747468305833,-1.8291750721108453,0.10648477077484131,-0.19477928826077717
8875202,33912052,2,-0.25,-0.75,-1.0606601717798212,-1.9875388144384658,0.10648477077484131,-0.2116426150615799
8875202,41586688,5,0.5,0.0,0.0,-1.8116930225525367,0.10648477077484131,-0.19291771622088627
8875202,8875330,1,-0.5,-1.0,-1.414213562373095,-1.803970204093094,0.10648477077484131,-0.1920953536674968
8875202,8875258,4,0.25,-0.25,-0.35355339059327373,-1.8556312148797427,0.10648477077484131,-0.1975964645591097
57648952,57649418,1,-0.5,-1.0,-1.414213562373095,-1.8144676476259791,0.09669965505599976,-0.1754583956357035
57648952,57648972,1,-0.5,-1.0,-1.414213562373095,-1.810861355947756,0.09669965505599976,-0.175109668474388
57648952,57648979,1,-0.5,-1.0,-1.414213562373095,-1.8150155930236227,0.09669965505599976,-0.17551138176664516
38599015,49331805,1,-0.5,-1.0,-1.414213562373095,-2.1010084689246002,0.3102548122406006,-0.6518479880421135
38599015,38599196,6,0.75,0.25,0.35355339059327373,-2.1703056861055994,0.3102548122406006,-0.6733477831474005
38599015,38599084,3,0.0,-0.5,-0.7071067811865475,-2.1149086914950743,0.3102548122406006,-0.6561605989858186
18983279,19156516,0,-0.75,-1.25,-1.7677669529663687,-2.1657187939580833,0.10299235582351685,-0.2230524806410087
18983279,18983693,2,-0.25,-0.75,-1.0606601717798212,-2.1841670220996128,0.10299235582351685,-0.2249525071180745
18983279,18983557,0,-0.75,-1.25,-1.7677669529663687,-2.197224558709768,0.10299235582351685,-0.22629733357480622
18983279,18983535,1,-0.5,-1.0,-1.414213562373095,-2.190543499833408,0.10299235582351685,-0.22560923558173426
18983279,18983795,0,-0.75,-1.25,-1.7677669529663687,-2.185207305047707,0.10299235582351685,-0.22505964830962177
18983279,18983610,0,-0.75,-1.25,-1.7677669529663687,-2.1926533097744527,0.10299235582351685,-0.22582652987790233
18983279,18983728,0,-0.75,-1.25,-1.7677669529663687,-2.201494156641797,0.10299235582351685,-0.2267370695242451
17200117,17200177,4,0.25,-0.25,-0.35355339059327373,-1.8420337238006705,0.09972989559173584,-0.18370583095109724
17200117,17200188,5,0.5,0.0,0.0,-1.9545235511217842,0.09972989559173584,-0.19492442968496432
17200117,17200322,1,-0.5,-1.0,-1.414213562373095,-1.8796536730780085,0.09972989559173584,-0.18745766456469257
17196474,17196512,7,1.0,0.5,0.7071067811865475,-2.184578977621239,0.1045263409614563,-0.22834604707206727
17196474,17196943,3,0.0,-0.5,-0.7071067811865475,-2.3261693219462543,0.1045263409614563,-0.2431459676798338
